trafikplatsnamn;signatur;northing;easting;lat;long;bandel
Vinnö;Vnö;6212160;443229;56.05127;14.08851;951
Triabo;xTib;6343896;532324;57.237;15.53552;001
Totebo;xTob;6387910;570520;57.628;16.18086;001
Lundsbrunn;xLnb;6482307;409188;58.47194;13.44303;001
Vika;Vka;6756840;470730;60.94553;14.45974;361
Gyttorp;xGyt;6595915;498371;59.50166;14.97123;001
Åtorp;xÅtp;6484437;306552;58.45766;11.68403;001
Delsbo;xDo;6852631;581996;61.79776;16.5553;001
Vitaby kyrka;xVtk;6172351;447616;55.69412;14.16664;001
Skara;wSa;6472423;408836;58.38313;13.44093;001
Brågarp;Båp;6168551;388404;55.64999;13.22658;964
Roma kungsgård;xRok;6379768;707751;57.51271;18.46862;001
Saltsjö-Järla;xSjl;6578457;679280;59.30683;18.14932;473
Hagalund;Hgl;6585403;670780;59.37264;18.00575;402
Gräfsnäs;xGr;6440445;352010;58.08069;12.49032;001
Murbergsviken;Mbv;6950433;649989;62.6539;17.92728;237
Svartbäcken Nedre;xSvb;6749585;575161;60.87435;16.38427;001
Järle;xJ;6591754;508570;59.46422;15.15122;001
Hyltebruk;Hyb;6318575;392878;56.99826;13.23659;735
Virserum;xVsm;6353271;534778;57.32104;15.57748;001
Lappträsk;Lpk;7349821;884937;66.03332;23.51342;136
Stora Mon;xSm;6593747;504834;59.48217;15.08533;001
Ravlunda bränneri;xRaä;6173870;446736;55.70767;14.15235;001
Flaten;xFla;6358251;540420;57.3653;15.67197;001
Piteå;Ptå;7259420;801165;65.31841;21.4725;141
Kvarnabo;xQo;6437725;351011;58.05595;12.47513;001
Hösjömo;xHöo;6334454;453316;57.15095;14.22838;001
Forsa;xFsa;6846136;602779;61.73445;16.94558;001
Ankarsrum;xAkm;6396066;579560;57.69975;16.33488;001
Roma;xRa;6379203;707072;57.50796;18.45682;001
Mariefred;xMfd;6570973;626503;59.25877;17.21881;001
Lilla Edet;Let;6445466;331432;58.11838;12.13822;666
Kambshagtorp;xKht;6380700;709717;57.52017;18.50217;001
Pölsebo;Pöb;6399482;315215;57.69948;11.89912;603
Torpa;xTp;6590352;509642;59.4516;15.17005;001
Brösarp;xBöp;6176938;445079;55.73504;14.12537;001
Munkedals hamn;Mklh;6482300;306163;58.43832;11.67918;001
Korsberga;Kba;6351184;507367;57.30356;15.12227;829
Hudiksvall (xHkl);xHkl;6842961;610169;61.70392;17.08343;001
Gårdveda;xGåv;6360188;545377;57.38223;15.75474;001
Vena;xVen;6376190;558052;57.52452;15.96931;001
Nora stad;xN;6597537;502376;59.51623;15.04199;001
Stensjön;xSn;6333642;451699;57.1435;14.2018;001
Tallås Grusgropsväxel;wTås;6749353;576120;60.87208;16.40184;001
Virestad;xVir;6158008;450080;55.5655;14.20844;001
Mosstorp;xMop;6349642;532261;57.28863;15.53521;001
Pershyttevägen;xPgn;6596474;500946;59.50668;15.01671;001
Faxån;Fax;7024837;463084;63.35035;14.26232;221
f.d. Köpingebro;zKöp;6146198;432724;55.45732;13.93614;969
Hultsfred smalspår (xHfp);xHfp;6371911;550769;57.48697;15.84683;001
Pallanite;xPte;6747253;578435;60.85279;16.4436;001
Skuckuviken;Sui;6963307;474173;62.7991;14.49358;001
Munkedals nedre;Mkln;6485295;306275;58.46523;11.67857;001
Brobacka;xBb;6429121;348286;57.97781;12.43453;001
Aska;xAsk;6479281;498727;58.45421;14.97819;001
Forsmöllan;xFmö;6220621;386940;56.11726;13.18157;001
Lysekil;Lys;6464930;291335;58.27579;11.44143;623
Vitaby;xVty;6171294;446911;55.68454;14.15563;001
Hesselby;xHy;6383493;711310;57.54447;18.53113;001
Lilla Mon;xLm;6592974;506997;59.4752;15.12349;001
Fiskåsen;xFie;6354812;628033;57.31825;17.126;001
Ekebohult;xEkh;6338818;458082;57.19062;14.3064;001
Impregneringen;xIpr;6338874;459018;57.1912;14.32189;001
Tappudden;Tpu;6781604;506170;61.16888;15.11469;001
Vilan;Viln;6472737;409710;58.38613;13.45575;001
Pershyttan;xPh;6595132;500394;59.49463;15.00696;001
Gimarpsby;xGby;6336076;455312;57.16572;14.26106;001
Tomtskog;xTog;6356492;627987;57.33334;17.12611;001
Göteborg Volvo;Gvo;6401858;310827;57.71897;11.82375;001
Bläse kalkbruk;xBäu;6423450;727577;57.89469;18.84009;001
Holmsund;Hod;7075713;765156;63.70876;20.37007;147
Åkers styckebruk;Åks;6569982;619531;59.25191;17.09608;453
Persberg;Pbg;6623777;457195;59.74965;14.23832;364
Tuna;xTna;6382144;566010;57.57691;16.10379;001
Mönsterås bruk;Msb;6327886;593147;57.0849;16.53691;001
Hjorted;xHjt;6391842;574205;57.66273;16.24376;001
Myråsen;xMyå;6479132;408866;58.44337;13.43878;001
Hultarp;xHap;6355767;536770;57.3433;15.61093;001
Hultsfreds Hembygdspark;xHfh;6372950;551673;57.49619;15.86214;001
Tveta;xTve;6475759;408330;58.41298;13.43094;001
Stugsund;Stu;6798595;613063;61.30507;17.11097;236
Nygårds Stall Dalhem;xNys;6381764;710312;57.52942;18.513;001
Aga;wAga;6583065;679158;59.3482;18.15101;011
Finkelboda;xFia;6748040;577840;60.85996;16.43296;001
Kopperå;xKpr;7027964;351674;63.34953;12.03542;001
Skogsmark;xSmk;6480235;408978;58.4533;13.44026;001
Löth;xL;6588399;512635;59.43398;15.22273;001
Eken;xEkn;6382968;710900;57.53994;18.52384;001
Hultanäs;xHäs;6341414;526498;57.21509;15.43873;001
Sjövägen;xSjv;6332330;450068;57.13153;14.17511;001
Tule grusgrop;xTeg;6381352;710110;57.52582;18.50929;001
Sissehult;wSsu;6339841;523498;57.20112;15.38891;001
Milletorp;Mip;6344044;511066;57.23934;15.18335;829
Storängen;xStä;6578400;680914;59.30562;18.17792;473
Munkebos;xMus;6382511;710677;57.53595;18.51972;001
Arelid;xArl;6433971;350317;58.02203;12.46577;001
Åbo;xÅbo;6746778;578958;60.84842;16.45302;001
Ösjöbol;Öbl;6338858;515052;57.19264;15.24907;829
Lundsbrunn kurort;wLnb;6482910;409305;58.47738;13.44479;001
Rågön;Råö;7028675;708903;63.32565;19.17297;173
Bor Norra;xBn;6330643;449750;57.11635;14.17021;001
Tule;xTe;6381063;709969;57.5233;18.50668;001
Elgaryd;xEyd;6337529;456356;57.17888;14.27808;001
Jädraås;xJås;6746060;579835;60.8418;16.46886;001
Gnötteln;xGnl;6375632;553708;57.52005;15.89668;001
Fliskär;Fär;6729962;622648;60.68646;17.24586;302
Dala kvarn;xDkn;6481415;409098;58.46391;13.44184;001
Foodia;Foo;6166422;385757;55.63025;13.18542;964
Dirhuvden;xDir;6431725;349339;58.00154;12.45066;001
Ohs Bruk;xOhs;6339055;459574;57.19288;14.33105;001
Långsjön;xLåö;6395714;577217;57.69699;16.29547;001
Tallås;xTås;6749068;576539;60.86945;16.40943;001
Länninge;xLäe;6355285;628342;57.3224;17.13137;001
Anten;xA;6430239;348710;57.98799;12.44098;001
Vitåfors;Vtå;7464338;747229;67.19344;20.72217;008
Källarhalsen;xKh;6594592;503708;59.48976;15.06547;001
S:t Olof;xSoo;6165840;445458;55.63538;14.13361;001
Målilla Sanatorium;xMsa;6360899;546795;57.38848;15.77845;001
Ravlundabro;xRav;6174043;446527;55.7092;14.14899;001
Hybo;xHbo;6852094;562879;61.79656;16.19261;001
Brösarp södra;xBös;6176588;445119;55.7319;14.12607;001
Vadstena;xVst;6478182;493237;58.44429;14.88414;001
Östra Vemmerlöv;xÖvl;6160297;451359;55.5862;14.22831;001
Gyllebosjö;xGyb;6161569;450306;55.59753;14.21137;001
Scoutstugan;xScs;6166468;445402;55.64101;14.13258;001
Jenny;Jy;6403335;593921;57.76224;16.57858;001
Grycksbo;Gyo;6728065;526236;60.6874;15.48038;334
Skoghall;Skog;6577786;411981;59.32969;13.45306;395
Hanaskog;Hsk;6224043;443696;56.15807;14.09351;001
Ervalla NBVJ;xErn;6587551;514054;59.42633;15.24769;001
Botorp;Bop;6575450;469337;59.31678;14.46132;001
Nybybruk;Nbr;6588118;582803;59.4235;16.45928;001
Sandudden;xSdu;6851098;589756;61.78226;16.70165;001
Näsviken;xNv;6848446;598740;61.75625;16.87042;001
Fagerrör;xFgr;6354163;627161;57.31266;17.11118;001
Gula huset;Ghu;6585701;670683;59.37535;18.00427;401
Bläse kalkbrott;xBäo;6424461;728577;57.90325;18.85789;001
Smålands Burseryd;Smu;6341090;396417;57.20124;13.28549;742
Älvstorp;xÄp;6596976;501973;59.51119;15.03486;001
Nyland;Nld;6989226;639825;63.00569;17.76163;238
Fagersand;xFsd;6395550;576860;57.69558;16.28943;001
Gimarp;xGim;6337010;455935;57.17418;14.2712;001
Älandsbro;Äsb;6952220;645546;62.6717;17.84223;237
Långbacka;xLba;6852896;576524;61.80127;16.45165;001
Fredriksfors;xFos;6851373;585460;61.7857;16.62036;001
Trollskogen;xTsk;6357392;627607;57.34152;17.12026;001
Valstad;xVas;6400225;588346;57.73545;16.48377;001
Spångenäs;xSpä;6384613;565693;57.59913;16.09916;001
Fårhult;xFåt;6400396;584545;57.73771;16.42001;001
Åby godsbangård;Åbyg;6501537;569428;58.64854;16.19632;509
Alléparken;wAll;6580466;669202;59.329;17.97414;012
Åhus;Åhus;6198236;456315;55.92754;14.30085;952
Högberga;wHöb;6582742;681605;59.34425;18.19369;011
Höglandstorget;wHlt;6579812;667227;59.32392;17.93898;012
Nockeby torg;wNot;6580352;666598;59.32902;17.92835;012
Sävenäs rangerbangård;Sär;6402470;324185;57.72988;12.04722;602
Ålstensgatan;wÅls;6579802;668225;59.32344;17.95647;012
Gåshaga brygga;wGåb;6584259;683780;59.35692;18.23317;011
Norrsundet;Ndt;6757173;616176;60.93254;17.14372;239
Nockeby;wNob;6580304;666055;59.32879;17.91879;012
Gåshaga;wGåh;6584223;683472;59.35673;18.22773;011
Ålstens Gård;wÅlG;6579489;668001;59.32072;17.95231;012
Alvik;wAlv;6580976;669660;59.33339;17.98259;012
Käppala;wKäp;6583748;682940;59.3527;18.21797;011
Karungi;Kri;7353162;904689;66.03836;23.95439;136
Traryd;Trd;6271256;423379;56.57933;13.75271;001
Baggeby;wBag;6583989;678119;59.35693;18.13352;011
Kottla;wKoa;6582723;680835;59.34442;18.18016;011
Olovslund;wOll;6580244;667000;59.32789;17.93532;012
Åseda (xÅa);xÅa;6336087;521055;57.16752;15.34817;001
Larsberg;wLab;6583289;678897;59.35032;18.14661;011
Smedslätten;wSms;6579539;668683;59.3209;17.9643;012
Nacka;xNka;6578372;678193;59.30653;18.13019;473
Bodal;wBod;6583690;678388;59.35413;18.138;011
Gävle godsbangård;Gäb;6729970;617385;60.68812;17.14957;303
Brevik;wBvi;6583228;682139;59.34839;18.20348;011
Åseda;Åa;6336089;521073;57.16754;15.34846;829
Vitvattnet;Vtv;7350853;870398;66.0598;23.19892;136
Gamla Tortuna;Gttu;6616293;596737;59.67342;16.71757;456
Ropsten;wRos;6584054;676434;59.35822;18.10399;011
Hallsberg Posten;Hpn;6546334;502931;59.05641;15.05111;002
Filipstad;Fid;6619212;452696;59.70818;14.15929;364
Skärsätra;wSkr;6582576;680263;59.34334;18.17;011
Torsvik;wTov;6584564;677152;59.36249;18.11701;011
Strömsnäsbruk;Sbu;6268028;422088;56.55011;13.73266;752
Timsfors;Tim;6260914;414484;56.4849;13.61135;752
Göteborg Skandiahamnen;Gsh;6399466;312449;57.69819;11.8528;603
Tunadal;Tud;6921757;623337;62.40662;17.38704;001
Faringe;xF;6646583;674116;59.91985;18.11485;001
Klövervägen;wKlv;6580001;669202;59.32484;17.97378;012
Sege;Sege;6165131;379372;55.61712;13.08463;964
Svappavaara;Svv;7516945;754409;67.65679;21.00474;007
Järnforsen;Jäf;6363119;537669;57.40927;15.62699;872
Pauliström;Plm;6369554;530691;57.4676;15.51166;001
Staffanstorp;Saf;6167791;387688;55.643;13.21551;964
Ånge godsbangård;Åggb;6932866;533116;62.5253;15.64337;213
Tomteboda bangård;Tm;6582396;671787;59.34526;18.02104;403
Norra bantorget;Nbt;6581461;673143;59.33633;18.04411;401
Salsta;Sas;6659740;651940;60.04663;17.72838;434
Strångsjö;Stö;6530223;569015;58.90618;16.19803;422
Tjörnarp;Tö;6207080;414632;56.00139;13.63113;910
Pålsboda;På;6547215;519510;59.06388;15.34022;416
Vislanda;Vs;6293997;466794;56.78869;14.45645;814
Ulvstorp;Utp;6370532;481366;57.47703;14.68926;813
Stockaryd;Sy;6351939;475412;57.30973;14.59186;813
Sköldinge;Sde;6544326;583464;59.03023;16.45411;414
Nol;Nol;6423345;325901;57.91781;12.0608;634
Olskroken;Or;6401326;321248;57.71847;11.99883;601
Lindome;Ldo;6385269;325322;57.57602;12.07874;626
Vega;Vga;6565072;679148;59.18687;18.13595;476
Kilsmo;Km;6547488;530720;59.06568;15.53572;416
Bro Nygård;Brny;6598514;651268;59.4977;17.67206;444
Dingtuna;Dt;6604520;578515;59.57157;16.38979;349
Stångby;Stb;6179702;386978;55.7498;13.19932;912
Sommen;Smn;6444942;498721;58.14579;14.97828;811
Täby kyrkby;xTäb;6598959;673606;59.49305;18.06638;425
Mosselund;Mud;6230697;428705;56.21584;13.85042;815
Varberg;Vb;6332985;333360;57.10994;12.2483;627
Osby;O;6248963;437981;56.38123;13.99566;815
Herrljunga västra;Hrv;6437993;379931;58.06712;12.96469;611
Alingsås;A;6423216;353981;57.92673;12.53438;612
Hallsbergs rangerbangård;Hrbg;6546524;503358;59.05811;15.05854;419
Laholm västra;Laov;6263813;376857;56.5026;12.99934;628
Frinnaryd;Frd;6421859;489498;57.93834;14.82264;811
Kistinge;Kst;6279098;372064;56.63856;12.91398;630
Halmstads central;Hd;6282650;369158;56.66964;12.86483;630
Nödinge;Nöe;6420587;324728;57.89262;12.04306;634
Tobo;Tbo;6683170;645730;60.25905;17.63377;434
Söderby;Södy;6565260;659548;59.19637;17.7935;410
Kolbäck;Kbä;6603530;569692;59.56424;16.23332;349
Aspedalen;Asd;6405560;336902;57.76241;12.25841;612
Frillesås;Få;6356399;329562;57.31862;12.16962;627
Aspen;Apn;6404715;335804;57.75442;12.24056;612
Norrköpings central;Nr;6495704;568684;58.59629;16.18174;504
Laxå;Lå;6538883;477852;58.98892;14.61463;511
Tierp;Tip;6692567;638686;60.3458;17.51308;434
Tunneby;Tun;6257393;443469;56.45765;14.0827;815
Roslags Näsby;xRnb;6592525;673426;59.43543;18.058;425
Dånviken;Dån;6564359;655068;59.18994;17.71452;410
Njurundabommen;Njb;6906210;623410;62.26717;17.3774;235
Viarp;Vip;6245309;364451;56.33307;12.80751;628
Löcknamon;Lmo;6530409;504103;58.91338;15.07123;522
Boxholm;Bx;6450179;503151;58.19282;15.05359;811
Örebro central;Ör;6571048;512021;59.27819;15.21093;527
Rörvik;Rk;6343082;474815;57.23015;14.58284;813
Hemfosa;Hfa;6551501;670636;59.06867;17.97661;477
Dammstorp;Dat;6185361;392378;55.80186;13.28308;912
Moradal;Mdl;6937112;528154;62.56382;15.54768;212
Hallsbergs personbangård;Hpbg;6547530;506377;59.06711;15.11121;419
Sävsjö;Sä;6362279;479902;57.40284;14.66553;813
Stockholms östra;xÖst;6582725;674539;59.34708;18.06964;425
Stocksund;xSsu;6586852;672877;59.38478;18.04376;425
Källeryd;Kä;6442899;393571;58.11465;13.19354;611
Utsikten;Uts;6566258;665386;59.20308;17.89633;410
Bensjöbacken;Bsb;6952644;523244;62.70356;15.4543;212
Triangeln;Tri;6162557;374013;55.59264;13.00076;960
Märsta;Mr;6613427;661369;59.62769;17.86157;433
Åby södra;Åbs;6502738;568474;58.65948;16.18024;505
Mellansjö;Msö;6908662;535373;62.30785;15.68226;215
Tungelsta;Ts;6555482;674461;59.10282;18.04639;477
Skutskär;Sur;6723593;631549;60.62651;17.40441;434
Hässleholm;Hm;6224337;423179;56.15785;13.76317;909
Kattarp;Ka;6224425;361961;56.14486;12.77817;920
Norrhög;Ng;6901008;534210;62.23926;15.65832;215
Rydbo;xRdb;6596200;680409;59.46543;18.18402;427
Hästveda;Hv;6238707;434060;56.28857;13.93475;815
Eslöv;E;6189309;393869;55.83765;13.30531;912
Skänninge;Skn;6472430;505410;58.39264;15.09255;522
Lund c;Lu;6175002;386050;55.70738;13.18651;912
Bodafors;Bdf;6373765;481710;57.50609;14.69476;813
Eldsberga;Ea;6273645;377060;56.59093;12.99798;627
Arninge;xAre;6595330;678036;59.45865;18.14147;427
Lindekullen;Lkn;6457139;505633;58.25531;15.09598;811
Biskopstorp;Btp;6291562;369073;56.74962;12.85891;627
Bränninge;Bre;6558670;650757;59.14047;17.63523;412
Floby;Fby;6445410;401956;58.13913;13.33474;611
Västerås central;Vå;6608740;587637;59.60763;16.55293;349
Partille;P;6403534;327541;57.74073;12.10275;601
Södertälje syd övre;Söö;6561242;651387;59.16331;17.64799;418
Tranås;Tns;6432947;498532;58.03805;14.97514;811
Skyttorp;Syt;6663412;652265;60.07944;17.73694;434
Tibble;xTbl;6593275;673655;59.44206;18.06264;425
Öreälv;Öä;7081292;713888;63.79359;19.34344;129
Mölndals nedre;Mdn;6394401;322122;57.65669;12.0186;626
Visinge;xVis;6595566;673582;59.46263;18.06321;425
Linköpings central;Lp;6475318;536477;58.4171;15.62439;502
Handen;Hnd;6562774;679150;59.16626;18.13409;476
Furet;Fur;6284283;370668;56.68472;12.88863;630
Högsjö;Hgö;6545852;541468;59.05007;15.72284;416
Valskog;Vsg;6589657;553853;59.44202;15.94957;350
Alvesta;Av;6306159;473001;56.89836;14.55677;814
Floda;Fd;6410613;343239;57.81001;12.36151;612
Örbyhus;Öh;6680022;649720;60.22936;17.70347;434
Vingåker;Vr;6545070;550295;59.04211;15.87651;416
Åkers Runö;xÅru;6598126;685211;59.48062;18.27027;427
Stenkumla;Skm;6535755;502504;58.9614;15.04354;522
Degerön;D;6506826;508797;58.70151;15.15181;522
Stehag;Sg;6196151;399542;55.90031;13.39333;912
Brista;Bra;6611469;661773;59.60998;17.86724;433
Eskilstuna central;Et;6582153;585561;59.3694;16.50549;450
Döljebro;Döl;6763298;591246;60.99403;16.68688;218
Vallentuna;xVlt;6603577;674171;59.53422;18.08014;425
Sparreholm;Sp;6549930;604820;59.07582;16.82864;414
Finnerödja;Fa;6531961;467922;58.92614;14.44286;512
Ramsjö;Rsö;6892181;535238;62.15994;15.67633;216
Lundby;Lub;6614525;608633;59.65461;16.92774;444
Skövde central;Sk;6472609;432879;58.38914;13.85195;512
Moheda;Mo;6317810;474282;57.0031;14.57661;813
Bollnäs;Bn;6802514;574439;61.34953;16.39171;217
Linddalen;Lln;6541345;486741;59.01141;14.76914;511
Härad;Häd;6581372;608767;59.35703;16.91319;451
Halmstads rangerbangård;Hdr;6281691;369568;56.66114;12.87201;630
Södertälje hamn;Söd;6562853;651311;59.1778;17.64779;410
Dösjebro;Dös;6188128;376766;55.82298;13.03292;938
Kragstalund;xKgl;6600889;674050;59.51016;18.0758;425
Häljarp;Häp;6192564;369343;55.86086;12.91237;938
Grevaryd;Grd;6334138;475124;57.14982;14.58885;813
Säby;Säy;6635468;651495;59.82909;17.70262;430
Toresta;Tot;6602295;645590;59.53364;17.57447;444
Svågertorp;Stp;6157519;373400;55.54725;12.99335;919
Åkersberga;xÅbg;6598038;686845;59.4791;18.29899;427
Skärpan;Säp;6688567;642283;60.30867;17.57536;434
Bålsta;Bål;6606184;643035;59.5694;17.53195;444
Älmhult;Äh;6267619;446925;56.54991;14.1367;814
Gubbero;Gro;6400304;321169;57.70927;11.99826;601
Bro;Bro;6600052;648991;59.51232;17.63297;444
Västerhaninge;Vhe;6557881;677617;59.12303;18.10335;476
Falköpings central;F;6449194;414838;58.17577;13.55208;512
Jakobshyttan;Jho;6518721;509214;58.80833;15.1595;522
Täljö;xTäl;6597189;683268;59.47307;18.23523;427
Vimnarp;Vim;6396204;481694;57.70765;14.6928;811
Norsholm;Nh;6485566;556639;58.50698;15.97201;505
Sävedalen;Sel;6402756;325357;57.73291;12.06667;601
Kållered;Krd;6389172;323684;57.6104;12.04854;626
Hägernäs;xHgä;6594425;677122;59.45093;18.12464;427
Nykvarn;Nkv;6562480;638993;59.17866;17.43224;451
Mörby;xMöb;6587661;673029;59.39197;18.04709;425
Göteborg Central;G;6400326;319764;57.7089;11.97471;601
Tumba;Tu;6565712;662095;59.19946;17.83836;410
Förslöv;För;6247642;364111;56.35391;12.80082;628
Arboga;Arb;6584581;547741;59.39718;15.84068;350
Universitetet;xUnv;6584640;673420;59.36472;18.05153;425
Djursholms Ekeby;xDje;6590017;673523;59.4129;18.05767;425
Ekolsund;Eko;6610820;633720;59.61408;17.37016;444
Alby;Ay;6928878;524464;62.49017;15.47472;215
Lerum;Lr;6406218;337638;57.76858;12.27033;612
Ryssjöbrink;Ryb;6565717;633353;59.20951;17.33563;451
Gistad;Gi;6482341;553322;58.47844;15.91433;505
Samnan;Sam;6644543;648471;59.9116;17.65522;434
Jonsered östra;J;6404475;332911;57.75121;12.19217;612
Storvreta;Srv;6649644;651122;59.95638;17.7063;434
Slätte;Sle;6514097;453777;58.76442;14.20089;512
Copenhagen Airport;Cph;6167541;353498;55.63165;12.67285;990
Kungsbacka;Kb;6375759;324985;57.49058;12.07994;626
Huvudsta;Huv;6583400;670584;59.35476;18.00072;404
Algutsgården;Agg;6429980;361577;57.98986;12.65856;611
Ralingsås;Ras;6415040;488359;57.87706;14.80372;811
Ensta;xEsa;6594382;673665;59.45198;18.0637;425
Björnkulla;Bjn;6566412;667231;59.20374;17.92871;418
Djursholms Ösby;xDjö;6588422;673661;59.39854;18.05882;425
Kimstad;Kms;6488819;556409;58.53623;15.96887;505
Alvhem;Alh;6433557;332166;58.01183;12.15917;635
Stenåsen;Sån;6597065;406107;59.50147;13.34143;382
Folkesta;Fok;6585754;580300;59.40276;16.41431;450
Vikingstad;Vsd;6471486;525319;58.38347;15.43298;505
Hamra;Haa;6329329;337263;57.07853;12.31504;627
Örtofta;Ö;6182824;389786;55.77849;13.24277;912
Lingbo;Lb;6768945;590341;61.04492;16.67282;218
Klingerud;Kud;6595066;407146;59.48377;13.36066;382
Björnlunda;B;6549342;623544;59.06553;17.15471;414
Lekarekulle;Lek;6365680;328698;57.40157;12.14885;627
Fågelsta;Fgl;6480501;502106;58.46517;15.0361;522
Glumslöv;Glv;6201995;363497;55.94391;12.81429;938
Rydebäck;Ryä;6204477;361659;55.96567;12.78361;938
Diö norra;Diö;6277150;452221;56.63609;14.22107;814
Stenkullen;Sn;6408696;340380;57.7918;12.31472;612
Mölnbo;Mö;6547840;638729;59.04739;17.41834;414
Bryngenäs;Bgs;6420100;351091;57.89781;12.48759;612
Barkåkra;Baa;6240880;365385;56.29357;12.82489;628
Linghem;Lgm;6477554;545841;58.4363;15.78511;505
Östervärn;Övn;6164072;376121;55.60679;13.03352;901
Rönninge;Rön;6564839;657202;59.19347;17.75218;410
Orrskog;Os;6698870;632236;60.4045;17.40048;434
Helsingborgs godsbangård;Hbgb;6211085;358362;56.02404;12.72736;904
Kolke;Koe;6548663;627013;59.05842;17.21477;414
Brännarp;Bp;6296108;361219;56.78816;12.72811;627
Nyåker;Nyå;7078579;712569;63.77011;19.31303;129
Malmsjö;Msj;6560482;657983;59.1541;17.76267;418
Södertälje kanal;Söka;6563611;651057;59.18469;17.64388;410
Riksgräns Swe-Dk. ;Riks;6161437;361866;55.57929;12.80873;990
Moholm;Mh;6496707;444231;58.60714;14.04019;512
Farsta strand;Fas;6570532;677069;59.2367;18.10407;476
Frövi;Fv;6592172;520606;59.46755;15.3636;524
Mellby;Mlb;6215136;421402;56.07492;13.73729;910
Landskrona Östra;Lkö;6194705;365961;55.87915;12.85733;938
Örebro södra;Öb;6570128;511538;59.26994;15.20241;527
Västerås norra;Vån;6613045;589236;59.64594;16.58306;349
Älgarås;Äl;6519524;456991;58.8135;14.2554;512
