trafikplatsnamn;signatur;northing;easting;lat;long;bandel
Hjortöström;xHjm;6352255;533173;57.31203;15.55069;001
Losesjön;Lsn;6810141;606466;61.41051;16.99446;235
Björnsjö;Bjö;7046809;672159;63.50767;18.46029;129
Västra Torup;Vto;6223135;407285;56.14423;13.50779;932
Segmon;Sgm;6572304;388223;59.27487;13.03861;637
Älvsjö godsbangård;Äsg;6576350;672041;59.29094;18.02069;407
Långviksmon;Lmn;7061452;682900;63.63344;18.69262;129
Ormaryd;Ory;6391494;489948;57.6656;14.8315;831
Äng;Äng;6394550;474172;57.69242;14.56675;711
Eksjö;Ek;6391278;498535;57.66377;14.97544;831
Gimonäs;Gim;7084211;761763;63.78723;20.316;147
Lövliden;Lvd;7170928;577013;64.65448;16.61246;165
Fisksätra;xFsä;6577334;685419;59.29411;18.256;473
Attarp;Atp;6221952;428451;56.13725;13.84868;941
Gåsträsken;Gen;7344701;832283;66.04739;22.34833;137
Sandhem;Sm;6428073;427436;57.98835;13.77273;711
Båramo;Bmo;6367566;445316;57.44748;14.08884;732
Gantofta;Gan;6207019;363333;55.98898;12.80912;926
Karsbäcken;Krb;7206970;736256;64.90291;19.99597;124
Lyckselesågen;Lyg;7168309;678431;64.59269;18.7288;152
Korsträsk;Ktä;7295116;769356;65.66473;20.86467;124
Spjutsbygd;Spj;6240775;536765;56.3103;15.59426;823
Ulvshyttan;Uly;6688232;519700;60.33014;15.35675;324
Almnäs;Alä;6561611;643351;59.16941;17.50783;451
Värmlands Bro;Vdb;6562384;386521;59.18538;13.01393;637
Lomselenäs;Lms;7235083;623769;65.21564;17.6466;164
Månsarp;Måp;6390578;444558;57.65408;14.07097;731
Krokvik;Kv;7543896;712244;67.93118;20.06675;111
Olofström;Of;6237234;470263;56.27899;14.51973;851
Nybro;Nyb;6289081;555598;56.74241;15.90897;824
Orsa;Ors;6776111;479586;61.11909;14.62114;265
Hållsta;Hål;6573833;583079;59.2952;16.45863;494
Röste;Rte;6805931;574374;61.38021;16.39185;217
Arvika;Ar;6615294;364262;59.65357;12.59124;631
Korsnäs;Koä;6716898;539041;60.58609;15.71259;322
Storflon;Sfn;7024862;469311;63.35116;14.38674;221
Gnosjö;Gnö;6358015;423884;57.35863;13.73478;721
Älvho;Älo;6818279;486548;61.49795;14.74731;265
Åryd;Ård;6297433;498989;56.82075;14.98344;822
Altorp;xAlp;6589798;674396;59.41057;18.07285;426
Kattisträsk;Kaä;7183365;739891;64.68933;20.03288;126
Hökön;Hkö;6259112;452191;56.47405;14.22389;851
Åtvidaberg;Åvg;6451821;558891;58.20365;16.00202;845
Byälven;Byä;6557338;381114;59.13862;12.92212;637
Hudiksvall;Hkl;6845239;611429;61.72399;17.10864;235
Erstaviksbadet;xEvb;6575060;687194;59.27294;18.28514;474
Grötingen;Grö;6969412;524677;62.85397;15.48476;211
Tenhult;Th;6396087;459874;57.70518;14.32667;711
Skytts Vemmerlöv;Svö;6141990;383137;55.4102;13.15413;913
Dingle;Dl;6492740;300845;58.52953;11.57917;621
Torsåker;Tså;6709649;581824;60.5146;16.49026;312
Skeppshult;Sph;6332507;400530;57.12508;13.35697;732
Smedjebacken;Smj;6666676;522539;60.13644;15.40576;340
Vilhelmina;Vma;7167435;578974;64.6227;16.65161;165
Horred;Hre;6359552;348237;57.35351;12.47745;656
Brålanda;Brl;6494111;345780;58.56006;12.34898;637
Hörle;Hrl;6346630;442926;57.25915;14.05388;732
Villersmuren;Vmu;6720236;592890;60.60721;16.69667;315
Tattby;xTab;6575730;686979;59.27904;18.28194;474
Ludvika;La;6668115;510131;60.14986;15.18246;324
Stora Höga;Sth;6435267;313134;58.01957;11.8362;625
Gagnef;Gnf;6718091;504448;60.59868;15.08121;331
Mariannelund;Mnd;6386135;534941;57.61622;15.58488;831
Bollebygd;Boy;6394293;355052;57.66752;12.56996;641
Vara;Vaa;6459582;379812;58.26088;12.95156;653
Myrheden;Mhn;7251893;742995;65.29951;20.21604;124
Jädersbruk;Jbk;6585671;545327;59.40723;15.7984;350
Hallinden;Hal;6485101;297456;58.45949;11.52786;623
Kopparåsen;Kå;7594486;643651;68.42636;18.50233;111
Sundsvalls central;Suc;6919391;619703;62.38659;17.31513;234
Sandträsk;Stä;7348418;784939;66.12671;21.31798;118
Hinsnoret;Hno;6711989;534470;60.54245;15.62831;323
Fränsta;Ft;6929981;560146;62.496;16.16739;224
Pitkäjärvi;Pii;7517502;751590;67.66419;20.93991;116
Blyberg;Bbe;6780169;453591;61.15331;14.13776;371
Byvalla;By;6690901;578167;60.34704;16.41633;312
Ljung;Lju;6428865;384900;57.9865;13.05332;654
Sandmon;Sdm;6607964;422919;59.60275;13.63434;326
Sikträsk;Stk;7461140;735352;67.17445;20.44239;113
Fåker;Fkr;6984902;478437;62.99319;14.5744;264
Ånimskog;Ånm;6528932;359852;58.87727;12.56892;637
Stöcke;Sök;7079031;759346;63.74274;20.25853;171
Märbäck;Mäk;6785555;450257;61.20124;14.07442;371
Tunagård;xTug;6596903;687373;59.46869;18.30731;427
Kisa;Kisa;6427206;537494;57.98491;15.63405;841
Läggesta nedre;xLgn;6569482;623995;59.24614;17.174;001
Vännäs;Vns;7095683;732866;63.91021;19.74901;138
Träskholm;Thm;7243952;737978;65.23222;20.09514;124
Iggesund;Id;6836371;610272;61.64477;17.0814;235
Marmaverken;Me;6794581;600247;61.27256;16.8697;242
Skabersjö;Saö;6155776;383519;55.53411;13.15439;961
Stockviksverkens nedre;Ston;6915074;622220;62.34705;17.36072;235
Jämtlands Sikås;Js;7055378;510228;63.6262;15.20635;261
Godegård;Go;6511697;509560;58.74525;15.16518;522
Borlänge central;Blgc;6705279;523387;60.483;15.42552;306
Dockmyr;Dk;6980745;537490;62.95459;15.73901;211
Hölö;Hlö;6545707;645502;59.02599;17.53488;421
Växjö;Vö;6303673;488130;56.87665;14.80525;821
Skymossen;Skms;6542279;505103;59.01997;15.08887;419
Fjälkinge;Fki;6211172;455200;56.04366;14.28086;943
Viresjö;Vsö;6451777;553657;58.20392;15.91297;845
Fellingsbro;Feb;6588402;533755;59.43285;15.59501;351
Avaviken;Ava;7280779;668186;65.60512;18.65092;164
Vännäs norra;Vän;7097753;732402;63.92903;19.74273;138
Gimo;Gmo;6675267;676648;60.17594;18.18474;435
Reftele;Rft;6337852;414952;57.17597;13.59329;732
Myra;Myra;6820822;605756;61.50654;16.98728;235
Bjørnfjell;Bjf;7594131;626091;68.43159;18.07459;001
Axmarby;Ax;6765451;614270;61.00736;17.1135;235
Lubboträsk;Luä;7168504;736100;64.55915;19.92952;126
Smålandsstenar;Sdr;6336463;404119;57.16136;13.41471;732
Sorsele;Srs;7270489;617490;65.5353;17.54302;164
Daglösen;Dgö;6611705;454337;59.64096;14.19009;326
Aptas;Apt;7526673;729622;67.76413;20.44326;116
Emmaboda;Em;6276321;532759;56.62994;15.53397;822
Kolforsen;Kfn;6746729;600610;60.84308;16.85123;243
Näverkärret;Nkt;6614224;529696;59.66502;15.52709;313
Trångsviken;Tåv;7022989;450536;63.33225;14.0122;221
Järlövsby;Jäy;6351447;340904;57.27828;12.36093;656
Skärblacka;Sbl;6493212;552514;58.57616;15.90299;563
Stenbacken;Sbk;7577505;686052;68.24976;19.50239;111
Kalixfors;Kx;7523304;719952;67.74149;20.20852;113
Drömme;Döe;7017565;661646;63.25057;18.2199;175
Niemisel;Nml;7340768;816899;66.02813;22.0016;137
Oskarström;Om;6297676;376173;56.80646;12.97196;733
Ryr;Ryr;6469214;332476;58.33181;12.13882;651
Sällinge;Slg;6598026;527182;59.51974;15.48038;313
Tösse;Töe;6539255;364514;58.9714;12.64341;637
Äggfors;Äfs;7019114;435191;63.29503;13.70739;221
Callans såg;Cas;6931777;551133;62.51348;15.99303;224
Malung;Mlg;6728206;429585;60.68332;13.71085;376
Lomsmyren;Lom;6760955;473580;60.98267;14.51177;361
Blomstermåla;Bma;6316027;580969;56.9807;16.33223;876
Kringlan;Krl;6760831;611180;60.9668;17.05372;235
Bälgviken;Bgv;6569098;583295;59.25265;16.4606;494
Horndal;Hl;6686192;578122;60.30478;16.4137;312
Kalix Östra;Klx;7328221;872583;65.85628;23.18173;132
Glommersträsk;Glk;7245999;715086;65.2663;19.61025;151
Stora Tuna;Sau;6700711;527350;60.44174;15.49698;333
Lomma;Lma;6171169;378897;55.67122;13.07442;925
Gottne;Ge;7038616;669125;63.43572;18.39073;129
Lugnås;Lnå;6501177;424663;58.64433;13.70202;552
Norrsjön;Non;7058782;728178;63.58322;19.59971;171
Falkenbergs godsstation;Fabg;6309248;346988;56.90164;12.4875;629
Svedala;Sea;6152620;388342;55.50689;13.23202;961
Gustafs;Gtf;6696259;532771;60.40136;15.59476;333
Hundsjön;Huö;7332797;808684;65.96524;21.80267;137
Storvik;Sv;6717206;584067;60.58196;16.53429;315
Ytterhogdal;Yl;6896167;492475;62.19729;14.8554;264
Skölsta;xSa;6640618;653586;59.87452;17.74367;001
Härnösands central;Hsd;6948356;650135;62.63522;17.92828;233
Moga;xMg;6643793;671279;59.89603;18.06187;001
Järbo;Jb;6732112;587478;60.71501;16.60316;311
Grythyttans norra;Ghyn;6622435;472737;59.73891;14.51503;326
Edane;En;6611788;377645;59.62626;12.83054;631
Skillingaryd;Syd;6365455;445397;57.42853;14.09067;732
Hargshamn;Hrm;6675320;692606;60.16921;18.47191;435
Lycksele;Ly;7168319;675553;64.59428;18.66882;152
Ormsta;xOta;6604869;674082;59.54585;18.07961;425
Leksand;Lsd;6733152;500168;60.73393;15.00307;331
Säve;Sve;6411091;316530;57.80415;11.91228;625
Ängersjö;Änö;7061811;738143;63.60375;19.80432;171
Söderhamns västra;Shv;6797836;609013;61.29941;17.03497;235
Rågsveden;Råg;6705181;448618;60.47952;14.06522;376
Löt;xLöt;6640165;664808;59.86613;17.9435;001
Taxinge-Näsby;xTx;6569134;631221;59.24084;17.30037;001
Grums;Gms;6580881;392752;59.35302;13.11376;637
Hindås;Hås;6398663;348116;57.70445;12.45105;641
Dynäs;Dns;6984869;638703;62.96705;17.73585;232
Södra Vi;Svi;6400065;547205;57.74022;15.79288;841
Råtsi;Rsi;7528922;720833;67.79101;20.24052;113
Lövberga;Löb;7093050;541778;63.96192;15.853;261
Hälsingenybo;Hnb;6882333;543524;62.07068;15.83292;216
Karpalund;Kap;6210983;443589;56.04073;14.09455;942
Ronneby;Rb;6229098;517591;56.20649;15.28357;943
Igelboda;xIgb;6576923;686555;59.28992;18.27555;473
Dals Långed;Dld;6534650;344925;58.92344;12.30632;662
Spjutbäcken;Spjb;6576966;450994;59.32866;14.13878;364
Mariefreds ångbåtsstation;xMfå;6570830;626895;59.25737;17.2256;001
Hyllstofta;Hyl;6222147;393467;56.13247;13.28589;932
Åre;Åre;7031539;403829;63.39943;13.07479;221
Rekarne;Rke;6588433;576082;59.42759;16.34099;450
Gransjö;Grs;7341776;789775;66.06308;21.40939;118
Långsjön;Lsj;6717323;559795;60.58736;16.09147;322
Skästra;Skä;6846777;561470;61.74907;16.16409;217
Maj;Maj;6902463;624792;62.23311;17.40132;235
Sandarne;Sne;6794194;615207;61.26495;17.14826;236
Snickarbo;Snb;6673170;558579;60.19117;16.05636;333
Åmål;Ål;6547490;367958;59.04637;12.69832;637
Gävle central;Gä;6728636;617526;60.67611;17.15134;303
Vrena;Vre;6525987;598301;58.86245;16.70432;492
Torneträsk;Tnk;7574555;694806;68.21753;19.70794;111
Mönsterås;Mss;6322804;587792;57.04032;16.44681;877
Hallstahammar;Hh;6609123;568849;59.61459;16.22022;345
Hjältevad;Hvd;6387452;520525;57.62894;15.34369;831
Strömstad;Smd;6539278;279824;58.93646;11.17339;621
Rockneby;Rby;6296727;581888;56.8072;16.34111;876
Töva;Töv;6917597;609139;62.37374;17.10987;224
Edsbyn;Edn;6804635;543957;61.37321;15.82241;251
Norrmjöle;Noe;7073807;751293;63.70189;20.08761;171
Stavre;Stv;6966250;515892;62.82608;15.31189;223
Långträsk;Ltk;7261010;747854;65.37732;20.33634;124
Göteborg Kville;Gk;6402257;320199;57.7264;11.98055;601
Rynge;Rye;6147780;415958;55.46894;13.6706;961
Stensundberget;Set;7328924;882136;65.85125;23.39086;133
Vedevåg;Vdv;6598395;515964;59.52364;15.28217;391
Trödje;Tdj;6744114;619620;60.81435;17.19913;235
Marielund;xMln;6570211;624672;59.25248;17.18629;001
Mockfjärd;Mfj;6706725;497857;60.49665;14.961;376
Örnsköldsviks central;Ök;7023097;685733;63.28847;18.70494;171
Meselefors;Mlf;7147631;587440;64.443;16.81669;165
Isätra;Ist;6645755;597459;59.93768;16.74413;431
Högbysjön;Hög;7026342;694833;63.3127;18.88989;171
Storsund;Sts;7284505;759098;65.57839;20.62208;124
Landeryd;Lrd;6327265;394855;57.07675;13.26548;733
Åstorp;Åp;6222850;372502;56.13365;12.94845;933
Harmånger;Håg;6865514;619197;61.90352;17.2689;235
Broddbo;Bdo;6650879;582687;59.98691;16.48193;441
Sjöbygget;xSöy;6569471;628310;59.24475;17.24959;001
Malmby;Mby;6580147;616785;59.3439;17.05346;451
Nyhem;Ny;6973692;531180;62.89188;15.61331;211
Lästringe;Lre;6528482;634171;58.87514;17.32722;421
Göringen;Grn;6788030;520035;61.22611;15.37309;251
Edsvalla;El;6589949;398621;59.43586;13.21264;637
Slagnäs;Sgä;7277411;645597;65.58592;18.15789;164
Mobodarne;Mb;6795250;592311;61.28052;16.7221;242
Mora kommuns industrispår;Mrai;6762338;475174;60.99518;14.54105;361
Brunflo;Bf;6994070;491538;63.07602;14.83251;223
Rättvik;Rv;6749959;506276;60.88478;15.11561;331
Oslättfors;Osl;6739136;607779;60.77307;16.97884;243
Åmyran;Åmy;6875155;618248;61.99029;17.25724;235
Storfors;Sf;6599628;458800;59.53298;14.27159;364
Ombenning;Omb;6649648;551754;59.98091;15.92735;313
Vaggeryd;Vgd;6373169;448785;57.49821;14.14546;732
Söråkers södra;Sårs;6937818;625490;62.54993;17.4404;233
Mellansel;Msl;7037562;664982;63.42823;18.30675;130
Mon;Mon;6534425;313743;58.90902;11.76579;636
Rävlanda;Rd;6392988;350848;57.65444;12.50037;641
Morastrand;Mras;6763403;475260;61.00475;14.54251;331
Selknä;xSlä;6638893;662918;59.85547;17.90879;001
Gammelstad;Gst;7297658;823227;65.63793;22.0339;119
Kallholsfors;Klh;6781468;484089;61.16738;14.70426;265
Nattavaara;Ntv;7416474;761733;66.75413;20.95013;117
Ystad;Y;6142980;425632;55.42738;13.82488;961
Stormyran;Som;7028997;622382;63.36861;17.44746;130
Södra utmarken;Söt;6234445;366329;56.23606;12.84338;920
Vallvik;Vv;6786188;614456;61.19335;17.1294;235
Norrfors;Nrs;7077439;697096;63.76893;18.99861;129
Solbacka;Slbk;6932382;621267;62.5026;17.35451;233
Holsbybrunn;Hbr;6365082;511773;57.42831;15.19606;872
Bäckefors;Bäf;6521742;335903;58.8043;12.15933;636
Kvicksund;Ksu;6591795;574233;59.45811;16.30956;493
Grängesbergs malmbangård;Ggm;6658505;498987;60.0637;14.9818;391
Spannarboda;Sba;6604320;528670;59.57615;15.50753;313
Berga;Bg;6341965;562422;57.21655;16.03359;832
Varjisträsk;Vaj;7332292;705094;66.04456;19.52988;161
Lycksele industrispår;Lsp;7167873;677054;64.58951;18.69957;152
Storbergets industrispår;Sti;7126379;570327;64.25632;16.45122;165
Runemo;Rum;6803099;560589;61.35718;16.13302;251
Getå;Gtå;6503618;573287;58.66659;16.26347;421
Finja;Fin;6225729;419002;56.16967;13.69553;932
Abborrträsk;Abb;7265313;704468;65.44586;19.41242;151
Ställdalen;Stl;6644128;496752;59.93459;14.94189;325
Östervik;xÖsv;6577361;684236;59.29487;18.23528;473
VME;Vme;6586124;582082;59.40574;16.44582;452
Hämrasviken;Häb;7014176;652787;63.22407;18.04054;175
Stenungsund;Snu;6441203;312720;58.07263;11.82448;625
Vojmån;Vjm;7186496;586319;64.79186;16.81655;165
Marsvinsholm;Mrh;6147245;417417;55.46439;13.69384;961
Fredriksdal;Fdl;6386120;475858;57.61679;14.59587;732
Bodaborg;Bog;6926088;570983;62.45915;16.37605;224
Blattnicksele;Bnk;7249339;620530;65.34462;17.58992;164
Sandsjönäs;Sdnä;7238175;624437;65.2431;17.66364;164
Almvik;Avk;6410621;587081;57.82904;16.46631;845
Hackås;Hks;6977268;475738;62.92451;14.52224;264
Abisko turiststation;Akt;7587485;655634;68.35735;18.78328;111
Uddevalla östra;Uö;6471776;321230;58.35035;11.94506;624
Prästmon;Pm;6997456;639106;63.07974;17.75442;232
Vittsjö;Vsj;6244979;417358;56.34229;13.66303;931
Fästad;Fad;6423291;581348;57.9439;16.37414;845
Buresjön;Bur;7273140;631638;65.55363;17.85141;164
Källby;Kll;6486799;401063;58.51051;13.30185;552
Råbäck;Rbk;6497834;405686;58.6106;13.37659;552
Trolmen;Trm;6496105;403968;58.5947;13.34776;552
Blomberg;Bmb;6490066;402233;58.5401;13.32052;552
Filsbäck;Fiä;6484951;397821;58.49316;13.24707;552
Hällekis;Hlk;6499921;408991;58.63004;13.43262;552
Ljusne;Lse;6788292;613444;61.21252;17.11187;235
Husum;Hum;7030696;707946;63.34429;19.15652;171
Ljungaverk;Ljv;6929843;554996;62.49557;16.06742;224
Astrid Lindgrens värld;Alv;6392575;550107;57.67263;15.84006;841
Överby;Övb;6528669;284229;58.84362;11.26005;621
Bestorp;Bsp;6455194;542969;58.23578;15.73177;841
Brokind;Brk;6453424;540194;58.22015;15.68421;841
Rimforsa brygga;Rfb;6444606;540815;58.14089;15.69324;841
Opphem;Oph;6445282;542782;58.14677;15.72677;841
Gärdala;Gäd;6448572;542045;58.17639;15.71484;841
Lerot;Lrt;6635039;352165;59.82657;12.36289;631
Ås;Ås;6638515;351154;59.85739;12.3424;631
Oleby;Ol;6667505;391025;60.12999;13.03836;661
Badabruk;Bdb;6659848;394026;60.06205;13.09632;661
Smedby;Sdy;6282168;575577;56.6775;16.2335;824
Hok;Hok;6374848;456558;57.51411;14.27484;732
Sörtjärn;Srn;6912413;480829;62.3427;14.62981;264
Överhogdal;Öhl;6905158;489498;62.27792;14.79765;264
Avesta centrum;Acm;6668392;564992;60.1473;16.17045;333
Friluftsgården;Flgd;6537808;341909;58.95067;12.25175;662
Rörstorp;Röp;6336952;443415;57.17228;14.06418;720
Hörnefors;Höf;7065471;743231;63.63301;19.91217;171
Kaitum;Ktm;7500814;717335;67.54253;20.10311;113
Dorotea Campingplats;Dtc;7126334;567408;64.2565;16.39099;165
Låktatjåkka;Låk;7593782;636393;68.42367;18.32483;111
Badsta;Bad;6601220;459945;59.54739;14.29153;364
Lene;Len;6602145;393749;59.54412;13.12072;631
Öjervik;Öjr;6627747;394601;59.77411;13.12298;661
Västra Ämtervik;Vät;6622534;395808;59.72763;13.14706;661
Ängelsbergs bruk;Äbgb;6648174;556256;59.96708;16.00759;344
Korpklev;Kpkv;6421252;536716;57.9315;15.61998;841
Verveln;Vrn;6417099;536127;57.89424;15.6094;841
Björkhult;Bök;6412047;539432;57.84859;15.66431;841
Taberg;Tag;6393306;445553;57.6787;14.08701;731
Hovslätt;Hvs;6399537;447840;57.73493;14.12401;731
Norrahammar;Nhr;6396147;447308;57.70442;14.11582;731
Loka;Loka;6611039;470057;59.63641;14.46898;326
Grythyttan;Ghy;6618603;473560;59.70456;14.53016;326
Österäng;Öäg;6500203;416384;58.63406;13.55978;552
Äskekärr;Äsr;6499252;419219;58.62606;13.60893;552
Oxie;Ox;6156714;379883;55.54165;13.09639;961
Riksgränsen;Rgn;7593758;627885;68.42744;18.11779;111
Katterjåkk;Kjå;7593038;629690;68.42016;18.16083;111
Edsbjörke;Ebk;6641831;397687;59.90129;13.171;661
Ingmår;Imr;6639336;397854;59.87894;13.1752;661
Ivarsbjörke;Ibe;6648395;396362;59.95987;13.14403;661
Vilhelmina norra;Vman;7170031;577090;64.64642;16.6136;165
Malungs folkhögskola;Mlgf;6726506;430892;60.66829;13.73536;376
Äppelbo;Äp;6706501;445084;60.49091;14.00058;376
Yttermalung;Ym;6716575;435563;60.57992;13.82407;376
Malungs gymnasium;Mlgg;6727952;430017;60.68112;13.71885;376
Lillhamra;Lhr;6834272;489184;61.6416;14.7959;265
Horndals bruk;Hlr;6685226;578130;60.29611;16.41345;312
Kinnared;Kid;6321792;385095;57.02527;13.10707;733
Basthagen;Bth;6452005;557255;58.20551;15.97423;845
Buterud;But;6526602;350030;58.85305;12.40031;662
Fritsla;Frl;6381651;367771;57.55796;12.7899;656
Kinna;Kin;6376032;362068;57.50583;12.69785;656
Assberg;Asb;6374835;360298;57.49454;12.66902;656
Häggenås;Hgs;7028574;493997;63.38574;14.8799;261
Tolita;Tlt;6605715;400591;59.57784;13.24001;661
Trångstad;Tgs;6603123;401558;59.55481;13.25832;661
Frykåsen;Frå;6611218;397614;59.62652;13.18467;661
Berghem;Bgm;6371949;355978;57.46729;12.59872;656
Björketorp;Bjo;6367672;351301;57.4274;12.52341;656
Brunsberg;Buk;6610596;384993;59.61765;12.96139;631
Övergård;Ögd;7005908;616741;63.16345;17.31809;232
Högsby;Höy;6336340;562124;57.16607;16.02726;875
Furulund;Fud;6182683;380641;55.77505;13.09712;925
Auktsjaur;Auk;7297813;701337;65.73857;19.39399;161
Marieholm;Mar;6192553;384748;55.86469;13.15837;935
Djurås;Då;6713796;507602;60.56007;15.13864;331
Skållerud;Skru;6518526;350779;58.78085;12.41868;662
Blidstena;Bda;6433904;581265;58.03921;16.37639;845
Storsjö;Soö;6436002;580578;58.05818;16.36547;845
Hällevadsholm;Hlv;6498485;298583;58.57999;11.53531;621
Sturefors;Suf;6465971;542853;58.33258;15.73178;843
Vad;Vad;6655191;535740;60.03239;15.6414;340
Mollaryd;Moy;6419995;382827;57.90634;13.02267;654
Torpåkra;Top;6423815;383345;57.94076;13.02954;654
Tjunnaryd;Tj;6373547;498521;57.5045;14.97532;829
Stensjön;Snö;6382248;489455;57.58254;14.82366;829
Björköby;Bjy;6375391;494640;57.52104;14.91051;829
Piteälvsbron;Päb;7325399;697846;65.98752;19.35982;161
Tandsbyn;Tby;6985475;487037;62.99874;14.7441;264
Målilla;Måa;6361112;549592;57.3901;15.82503;832
Tannefors;Tn;6473478;538591;58.40039;15.66027;843
Geografiska polcirkeln;Gpc;7390168;717928;66.55335;19.91229;161
Smedstorp;Smp;6156303;444326;55.54956;14.11756;969
Lunnarp;Lup;6155423;439554;55.54109;14.04212;969
Vännäsby;Vby;7096492;736172;63.91523;19.8174;146
Sikfors;Sif;6629998;476652;59.80707;14.58382;327
Kristianstads central;Cr;6209977;447080;56.03209;14.15077;942
Uddevalla central;Uv;6472255;319980;58.35414;11.92336;651
Flens övre;Fsö;6548002;591459;59.06159;16.59485;494
Nyboda;Nba;6577351;672021;59.29993;18.02113;406
Liljeholmen;Lm;6578360;672274;59.30887;18.02637;406
Köpingebro;Köp;6146053;432504;55.45599;13.93269;969
Fagersta Norra;Fgn;6651977;543901;60.00274;15.78715;313
Jamtli;Jli;7006446;481462;63.18671;14.63166;261
Aitik;Aik;7451254;750452;67.074;20.7683;117
Brinellskolan;Brin;6391945;482141;57.66941;14.70062;817
Kiruna malmbangård;Kmb;7537354;718380;67.86818;20.19939;112
Ångebyn;Ågy;6933660;531406;62.53257;15.61029;212
Oxmyran;Oxm;7078698;708797;63.77344;19.23692;129
Burlöv;Blv;6167740;379105;55.64048;13.07925;901
Nolby;Nly;6908618;623257;62.28882;17.37616;235
Norrviken;Nvk;6594847;665719;59.45936;17.92411;433
Spånga;Spå;6586411;664565;59.38416;17.89731;445
Jakobsberg;Jkb;6590666;660735;59.4238;17.83315;445
Rotebro;R;6596607;665142;59.47537;17.9153;433
Häggvik;Hgv;6593057;666324;59.44307;17.93337;433
Kallhäll;Khä;6593764;659171;59.45218;17.80794;445
Upplands Väsby;Upv;6601582;664010;59.52043;17.89918;433
Skavstaby;Skby;6604928;663667;59.55057;17.89569;433
Helenelund;Hel;6589288;668156;59.40854;17.96267;433
Sollentuna;Sol;6591411;667289;59.42792;17.94908;433
Barkarby;Bkb;6588688;662546;59.40536;17.86353;445
